x,y_name,y,action,direction,meters,degshours,object1,nearest,relation1,object2,relation2,object3,subset
беги на северный край на 67M,meter,2,4,5,7,0,0,0,0,0,0,0,train
тебе нужно подъехать к близкому лесу,nearest,6,6,0,0,0,4,1,0,0,0,0,train
"сократи расстояние между собой и постройкой, которая находится позади спиленного дерева",relation1,7,6,0,0,0,1,0,2,3,0,0,test
"сократи расстояние между собой и сваленным деревом, располагающимся рядом с валуном",relation1,7,6,0,0,0,3,0,1,11,0,0,train
заворачивай в сторону востока 1 час 30 минут,hour,4,5,7,0,3,0,0,0,0,0,0,test
сократи расстояние между собой и камушком слева от барьера сзади от останца,relation2,8,6,0,0,0,10,0,4,12,2,11,train
"сократи расстояние между собой и дамой, находящейся позади ограждения",relation1,7,6,0,0,0,6,0,2,12,0,0,test
заворачивай по левую руку на 105°,degree,3,5,4,0,7,0,0,0,0,0,0,train
"сократи расстояние между собой и кучей, которая находится справа от булыги",relation1,7,6,0,0,0,7,0,5,10,0,0,train
"сократи расстояние между собой и канавой рядом с светильником, располагающимся перед останцем",relation2,8,6,0,0,0,5,0,1,13,3,11,train
беги в сторону юга 66м,meter,2,4,6,7,0,0,0,0,0,0,0,train
топай к лежащему человеку,object,5,6,0,0,0,9,0,0,0,0,0,test
по левую руку 44 °,degree,3,5,4,0,3,0,0,0,0,0,0,train
налево полчаса,hour,4,5,4,0,1,0,0,0,0,0,0,train
езжай напролом 82 метра,meter,2,4,1,7,0,0,0,0,0,0,0,train
"сократи дистанцию до пригорка, находящегося рядом с свалившимся человеком",relation1,7,6,0,0,0,7,0,1,9,0,0,train
"сократи расстояние между собой и машиной, которая располагается спереди от разлома",relation1,7,6,0,0,0,14,0,3,8,0,0,train
сократи дистанцию до близлежащего камня,nearest,6,6,0,0,0,10,1,0,0,0,0,train
"езжай к канаве, находящейся около лесополосы",relation1,7,6,0,0,0,5,0,1,4,0,0,train
"сократи расстояние между собой и срубленным деревом, располагающимся правее домика",relation1,7,6,0,0,0,3,0,5,1,0,0,train
"сократи дистанцию до ограждения, которое располагается слева от разлома, который перед пригорком",relation2,8,6,0,0,0,12,0,4,8,3,7,test
поезжай к близкому автомобилю,nearest,6,6,0,0,0,14,1,0,0,0,0,test
отправляйся вправо 61 м,meter,2,4,3,7,0,0,0,0,0,0,0,train
"сократи дистанцию до булыжника, располагающегося около останца спереди от коттеджа",relation2,8,6,0,0,0,10,0,1,11,3,1,test
заворачивай вправо на 8:00,hour,4,5,3,0,16,0,0,0,0,0,0,train
"сократи расстояние между собой и сломанным деревом, которое за разрывом",relation1,7,6,0,0,0,3,0,2,8,0,0,train
повернись в левую сторону 52 градуса,degree,3,5,4,0,4,0,0,0,0,0,0,train
повернись направо 8 с половиной часов,hour,4,5,3,0,17,0,0,0,0,0,0,test
"сократи расстояние между собой и ямой, которая располагается за упавшим человеком",relation1,7,6,0,0,0,5,0,2,9,0,0,train
"сократи расстояние между собой и останцем, который перед упавшим деревом, которое располагается рядом с лесополосой",relation2,8,6,0,0,0,11,0,3,3,1,4,train
"сократи расстояние между собой и товарищем, располагающимся левее горы",relation1,7,6,0,0,0,6,0,4,7,0,0,train
в сторону запада на 183 °,degree,3,5,8,0,12,0,0,0,0,0,0,train
"езжай к сваленному дереву, которое находится сзади от ямы, которая за валуном",relation2,8,6,0,0,0,3,0,2,5,2,11,test
сделай поворот налево на 339 °,degree,3,5,4,0,23,0,0,0,0,0,0,train
"двигайся к загородке, которая рядом с лесом, находящимся левее оврага",relation2,8,6,0,0,0,12,0,1,4,4,5,train
"отправляйся к даме, находящейся около валуна, находящегося за рощей",relation2,8,6,0,0,0,6,0,1,11,2,4,train
начинай поворачивать в сторону юга 12:00,hour,4,5,6,0,24,0,0,0,0,0,0,test
"сократи расстояние между собой и преградой, которая располагается сзади от особняка",relation1,7,6,0,0,0,12,0,2,1,0,0,train
двигайся к близкой тачке,nearest,6,6,0,0,0,14,1,0,0,0,0,test
езжай к близлежащей сосне,nearest,6,6,0,0,0,2,1,0,0,0,0,train
поворачивай в восточную сторону на 306°,degree,3,5,7,0,21,0,0,0,0,0,0,train
"следуй к сваленному дереву, которое за коттеджем, находящимся слева от тачки",relation2,8,6,0,0,0,3,0,2,1,4,14,test
заворачивай на западный край 330°,degree,3,5,8,0,22,0,0,0,0,0,0,train
начинай движение назад на 25m,meter,2,4,2,4,0,0,0,0,0,0,0,train
топай на западный край на 69 м,meter,2,4,8,7,0,0,0,0,0,0,0,train
шагай к ближней впадине,nearest,6,6,0,0,0,5,1,0,0,0,0,train
сократи расстояние между собой и близким разломом,nearest,6,6,0,0,0,8,1,0,0,0,0,train
отправляйся в южную сторону на 32 м,meter,2,4,6,5,0,0,0,0,0,0,0,train
соверши поворот в сторону севера на 279 градусов,degree,3,5,5,0,19,0,0,0,0,0,0,train
топай на северный край 18m,meter,2,4,5,3,0,0,0,0,0,0,0,train
"поезжай к человеку за сломанным деревом, которое слева от света",relation2,8,6,0,0,0,6,0,2,3,4,13,test
тебе нужно подъехать к ограждению,object,5,6,0,0,0,12,0,0,0,0,0,train
прямо по курсу на 66М,meter,2,4,1,7,0,0,0,0,0,0,0,train
"сократи дистанцию до трещины, которая находится правее останца, который перед ямой",relation2,8,6,0,0,0,8,0,5,11,3,5,train
иди к близлежащему валуну,nearest,6,6,0,0,0,11,1,0,0,0,0,train
шагай назад на 42М,meter,2,4,2,6,0,0,0,0,0,0,0,train
в сторону юга 53 м,meter,2,4,6,6,0,0,0,0,0,0,0,train
сделай поворот влево полчаса,hour,4,5,4,0,1,0,0,0,0,0,0,train
"сократи расстояние между собой и машиной, которая неподалеку от расщелины",relation1,7,6,0,0,0,14,0,1,8,0,0,train
сдай на юг 21M,meter,2,4,6,4,0,0,0,0,0,0,0,train
"найди преграду перед светильником, который перед машиной",relation2,8,6,0,0,0,12,0,3,13,3,14,train
