x,y_name,y,action,direction,meters,degshours,object1,nearest,relation1,object2,relation2,object3,self,gaze,type,subset,fold
начни обозревать пьяного человека справа ,self,10,9,0,0,0,9,0,0,0,0,0,4,0,generator,valid,-1
опереди разрыв позади ,self,10,8,0,0,0,8,0,0,0,0,0,1,0,generator,train,-1
начни рассматривать человека позади себя,self,10,9,0,0,0,6,0,0,0,0,0,1,0,generator,train,-1
найди останец впереди себя,self,10,7,0,0,0,11,0,0,0,0,0,2,0,generator,valid,-1
пытайся обскакивать постройку левее тебя,self,10,8,0,0,0,1,0,0,0,0,0,3,0,generator,valid,-1
обскакивай даму слева от себя,self,10,8,0,0,0,6,0,0,0,0,0,3,0,generator,train,-1
исколеси до лесополосы позади себя,self,10,6,0,0,0,4,0,0,0,0,0,1,0,generator,train,-1
опереди рощу справа от тебя,self,10,8,0,0,0,4,0,0,0,0,0,4,0,generator,train,-1
начинай нестись до горки позади себя,self,10,6,0,0,0,7,0,0,0,0,0,1,0,generator,train,-1
обставь останец левее себя,self,10,8,0,0,0,11,0,0,0,0,0,3,0,generator,train,-1
обскочи ограждение справа от тебя,self,10,8,0,0,0,12,0,0,0,0,0,4,0,generator,train,-1
отыщи лесополосу справа ,self,10,7,0,0,0,4,0,0,0,0,0,4,0,generator,valid,-1
обозревай рытвину впереди себя,self,10,9,0,0,0,5,0,0,0,0,0,2,0,generator,train,-1
обнаружь горку левее ,self,10,7,0,0,0,7,0,0,0,0,0,3,0,generator,train,-1
обскочи преграду левее ,self,10,8,0,0,0,12,0,0,0,0,0,3,0,generator,valid,-1
поторопись к железному коню справа от себя,self,10,6,0,0,0,14,0,0,0,0,0,4,0,generator,train,-1
осматривай фонарь правее себя,self,10,9,0,0,0,13,0,0,0,0,0,4,0,generator,train,-1
пытайся двигаться до избы за собой,self,10,6,0,0,0,1,0,0,0,0,0,1,0,generator,train,-1
начни ковылять до булыжника справа от себя,self,10,6,0,0,0,10,0,0,0,0,0,4,0,generator,valid,-1
начинай убираться до товарища слева от тебя,self,10,6,0,0,0,6,0,0,0,0,0,3,0,generator,train,-1
опереди растение правее ,self,10,8,0,0,0,2,0,0,0,0,0,4,0,generator,train,-1
обскакивай останец справа от тебя,self,10,8,0,0,0,11,0,0,0,0,0,4,0,generator,train,-1
осматривай останец слева от себя,self,10,9,0,0,0,11,0,0,0,0,0,3,0,generator,valid,-1
начни исследовать впадину слева от себя,self,10,9,0,0,0,5,0,0,0,0,0,3,0,generator,train,-1
рассмотри булыгу левее себя,self,10,9,0,0,0,10,0,0,0,0,0,3,0,generator,train,-1
рассмотри ограждение спереди тебя,self,10,9,0,0,0,12,0,0,0,0,0,2,0,generator,train,-1
обскакивай автомобиль левее себя,self,10,8,0,0,0,14,0,0,0,0,0,3,0,generator,train,-1
обозревай расщелину правее тебя,self,10,9,0,0,0,8,0,0,0,0,0,4,0,generator,train,-1
обозревай холм сзади тебя,self,10,9,0,0,0,7,0,0,0,0,0,1,0,generator,valid,-1
осмотри сваленное дерево за тобой,self,10,9,0,0,0,3,0,0,0,0,0,1,0,generator,train,-1
обследуй барьер слева от себя,self,10,9,0,0,0,12,0,0,0,0,0,3,0,generator,train,-1
следуй к сосне правее ,self,10,6,0,0,0,2,0,0,0,0,0,4,0,generator,train,-1
разыщи домик позади тебя,self,10,7,0,0,0,1,0,0,0,0,0,1,0,generator,train,-1
начинай обозревать столб левее себя,self,10,9,0,0,0,13,0,0,0,0,0,3,0,generator,train,-1
попробуй рассматривать впадину правее тебя,self,10,9,0,0,0,5,0,0,0,0,0,4,0,generator,valid,-1
опереди упавшего человека позади себя,self,10,8,0,0,0,9,0,0,0,0,0,1,0,generator,train,-1
рассмотри строение впереди себя,self,10,9,0,0,0,1,0,0,0,0,0,2,0,generator,valid,-1
начни обскакивать пропасть впереди ,self,10,8,0,0,0,5,0,0,0,0,0,2,0,generator,train,-1
исследуй чащу за собой,self,10,9,0,0,0,4,0,0,0,0,0,1,0,generator,train,-1
обнаружь срубленное дерево левее себя,self,10,7,0,0,0,3,0,0,0,0,0,3,0,generator,valid,-1
найди сосну левее тебя,self,10,7,0,0,0,2,0,0,0,0,0,3,0,generator,train,-1
опереди препятствие спереди себя,self,10,8,0,0,0,12,0,0,0,0,0,2,0,generator,valid,-1
начни рассматривать камень за тобой,self,10,9,0,0,0,10,0,0,0,0,0,1,0,generator,train,-1
броссься до здания справа от себя,self,10,6,0,0,0,1,0,0,0,0,0,4,0,generator,valid,-1
исследуй даму правее ,self,10,9,0,0,0,6,0,0,0,0,0,4,0,generator,valid,-1
осмотри фонарь за собой,self,10,9,0,0,0,13,0,0,0,0,0,1,0,generator,train,-1
обходи останец слева от себя,self,10,8,0,0,0,11,0,0,0,0,0,3,0,generator,train,-1
обскочи даму правее тебя,self,10,8,0,0,0,6,0,0,0,0,0,4,0,generator,valid,-1
разыщи авто справа ,self,10,7,0,0,0,14,0,0,0,0,0,4,0,generator,valid,-1
шагай к упавшему человеку перед тобой,self,10,6,0,0,0,9,0,0,0,0,0,2,0,generator,valid,-1
обскочи столб слева от тебя,self,10,8,0,0,0,13,0,0,0,0,0,3,0,generator,train,-1
начни загребать к валуну справа от тебя,self,10,6,0,0,0,11,0,0,0,0,0,4,0,generator,train,-1
отыщи возвышенность слева от себя,self,10,7,0,0,0,7,0,0,0,0,0,3,0,generator,valid,-1
осмотри камушек левее ,self,10,9,0,0,0,10,0,0,0,0,0,3,0,generator,train,-1
пытайся разглядывать препятствие перед собой,self,10,9,0,0,0,12,0,0,0,0,0,2,0,generator,train,-1
осматривай булыгу спереди ,self,10,9,0,0,0,10,0,0,0,0,0,2,0,generator,valid,-1
денься до авто слева от себя,self,10,6,0,0,0,14,0,0,0,0,0,3,0,generator,valid,-1
попробуй осматривать столб справа от себя,self,10,9,0,0,0,13,0,0,0,0,0,4,0,generator,valid,-1
исследуй тачку спереди ,self,10,9,0,0,0,14,0,0,0,0,0,2,0,generator,valid,-1
обгоняй разлом впереди ,self,10,8,0,0,0,8,0,0,0,0,0,2,0,generator,train,-1
обозревай столб справа от себя,self,10,9,0,0,0,13,0,0,0,0,0,4,0,generator,train,-1
обозревай валун слева ,self,10,9,0,0,0,11,0,0,0,0,0,3,0,generator,train,-1
пытайся разглядывать пьяного человека спереди ,self,10,9,0,0,0,9,0,0,0,0,0,2,0,generator,train,-1
устремись до избы справа от тебя,self,10,6,0,0,0,1,0,0,0,0,0,4,0,generator,train,-1
следуй по пути к препятствию позади себя,self,10,6,0,0,0,12,0,0,0,0,0,1,0,generator,train,-1
разглядывай препятствие сзади ,self,10,9,0,0,0,12,0,0,0,0,0,1,0,generator,valid,-1
начинай мчать до загородки слева от себя,self,10,6,0,0,0,12,0,0,0,0,0,3,0,generator,train,-1
обнаружь авто позади тебя,self,10,7,0,0,0,14,0,0,0,0,0,1,0,generator,train,-1
беги до автомобиля слева от себя,self,10,6,0,0,0,14,0,0,0,0,0,3,0,generator,valid,-1
обнаружь даму слева от себя,self,10,7,0,0,0,6,0,0,0,0,0,3,0,generator,train,-1
отыщи здание за тобой,self,10,7,0,0,0,1,0,0,0,0,0,1,0,generator,train,-1
начни опережать столб впереди себя,self,10,8,0,0,0,13,0,0,0,0,0,2,0,generator,valid,-1
рассмотри валун за тобой,self,10,9,0,0,0,11,0,0,0,0,0,1,0,generator,valid,-1
пытайся осматривать булыгу впереди ,self,10,9,0,0,0,10,0,0,0,0,0,2,0,generator,train,-1
оставь позади барьер справа от тебя,self,10,8,0,0,0,12,0,0,0,0,0,4,0,generator,train,-1
гуляй до булыги левее себя,self,10,6,0,0,0,10,0,0,0,0,0,3,0,generator,train,-1
выметайся до барьера перед тобой,self,10,6,0,0,0,12,0,0,0,0,0,2,0,generator,train,-1
отыщи лесополосу спереди тебя,self,10,7,0,0,0,4,0,0,0,0,0,2,0,generator,train,-1
обскочи булыгу перед собой,self,10,8,0,0,0,10,0,0,0,0,0,2,0,generator,train,-1
пытайся наступать к препятствию справа от тебя,self,10,6,0,0,0,12,0,0,0,0,0,4,0,generator,train,-1
начинай обозревать лес правее ,self,10,9,0,0,0,4,0,0,0,0,0,4,0,generator,train,-1
разыщи упавшее дерево правее себя,self,10,7,0,0,0,3,0,0,0,0,0,4,0,generator,train,-1
обнаружь железного коня левее тебя,self,10,7,0,0,0,14,0,0,0,0,0,3,0,generator,train,-1
обставь возвышенность правее тебя,self,10,8,0,0,0,7,0,0,0,0,0,4,0,generator,valid,-1
разглядывай упавшего человека перед тобой,self,10,9,0,0,0,9,0,0,0,0,0,2,0,generator,train,-1
обставь расщелину спереди ,self,10,8,0,0,0,8,0,0,0,0,0,2,0,generator,valid,-1
оставь позади лежащего человека позади ,self,10,8,0,0,0,9,0,0,0,0,0,1,0,generator,valid,-1
прилети до берёзы справа от себя,self,10,6,0,0,0,2,0,0,0,0,0,4,0,generator,train,-1
найди мужчину впереди себя,self,10,7,0,0,0,6,0,0,0,0,0,2,0,generator,train,-1
начни осматривать избу за собой,self,10,9,0,0,0,1,0,0,0,0,0,1,0,generator,train,-1
начинай разглядывать валун слева от себя,self,10,9,0,0,0,11,0,0,0,0,0,3,0,generator,train,-1
пытайся хромать к загородке правее ,self,10,6,0,0,0,12,0,0,0,0,0,4,0,generator,train,-1
пытайся разглядывать свет левее тебя,self,10,9,0,0,0,13,0,0,0,0,0,3,0,generator,train,-1
начинай обгонять упавшее дерево позади тебя,self,10,8,0,0,0,3,0,0,0,0,0,1,0,generator,train,-1
отыщи светильник правее ,self,10,7,0,0,0,13,0,0,0,0,0,4,0,generator,train,-1
скачи к холмику за тобой,self,10,6,0,0,0,7,0,0,0,0,0,1,0,generator,train,-1
обнаружь избу перед собой,self,10,7,0,0,0,1,0,0,0,0,0,2,0,generator,train,-1
поддай к сваленному дереву слева от тебя,self,10,6,0,0,0,3,0,0,0,0,0,3,0,generator,train,-1
начинай осматривать расщелину слева от себя,self,10,9,0,0,0,8,0,0,0,0,0,3,0,generator,train,-1
пытайся плестись к валуну правее тебя,self,10,6,0,0,0,11,0,0,0,0,0,4,0,generator,train,-1
найди возвышенность левее ,self,10,7,0,0,0,7,0,0,0,0,0,3,0,generator,train,-1
